Dot Point Measurements

Generated: Wednesday 03 February 2021 10:05:28

Filename	Frame	Time (HMS)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
FH106.jpg	      0		827	1361													Macroalgae	Erect fine branching	Red	Open		90300910			49.9
FH106.jpg	      0		798	384													Macroalgae	Erect fine branching	Red	Open		90300910			54.9
FH106.jpg	      0		545	549													Open Water			Open					47.7
FH106.jpg	      0		778	1408													Unknown			Limited					55.1
FH108.jpg	      0		924	940													Macroalgae	Erect fine branching	Red	Open		90300910			8.7
FH108.jpg	      0		1053	1573													Macroalgae	Erect course branching	Green	Open		80300905			75.0
FH108.jpg	      0		1060	613													Consolidated	Rock	Turf mat	Open		82001002			46.6
FH108.jpg	      0		835	317													Macroalgae	Erect course branching	Green	Open		80300905			74.1
FH108.jpg	      0		800	1521													Unknown			Limited					65.6
FH108.jpg	      0		1051	1589													Macroalgae	Erect course branching	Green	Open		80300905			76.8
FH108.jpg	      0		642	751													Macroalgae	Erect fine branching	Red	Open		90300910			33.9
FH108.jpg	      0		975	738													Macroalgae	Erect fine branching	Red	Open		90300910			29.2
FH108.jpg	      0		800	1300													Unknown			Limited					40.1
FH108.jpg	      0		1065	1605													Macroalgae	Erect course branching	Green	Open		80300905			78.9
FH108.jpg	      0		825	1760													Macroalgae	Erect fine branching	Red	Open		90300910			92.9
FH108.jpg	      0		794	705													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			29.9
FH108.jpg	      0		946	1808													Unknown			Limited					99.1
FH108.jpg	      0		725	767													Ascidians			Open		35000000			26.4
FH108.jpg	      0		686	121													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			98.6
FH108.jpg	      0		812	94													Consolidated	Rock	Turf mat	Open		82001002			100.0
FH108.jpg	      0		681	565													Macroalgae	Erect fine branching	Red	Open		90300910			49.5
FH108.jpg	      0		978	877													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			17.4
FH108.jpg	      0		618	1349													Macroalgae	Erect fine branching	Red	Open		90300910			52.8
FH108.jpg	      0		744	150													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			94.2
FH109.jpg	      0		808	239													Consolidated	Cobbles	Turf mat			82001004			81.8
FH109.jpg	      0		781	772													Consolidated	Cobbles	Turf mat			82001004			22.2
FH109.jpg	      0		841	77													Consolidated	Cobbles	Turf mat			82001004			100.0
FH109.jpg	      0		1013	385													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			70.1
FH109.jpg	      0		710	1772													Macroalgae	Small mixed		Open		80300000			90.0
FH109.jpg	      0		797	1477													Unknown			Limited					56.7
FH109.jpg	      0		1049	1541													Macroalgae	Erect fine branching	Red	Open		90300910			70.2
FH109.jpg	      0		625	499													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			55.8
FH109.jpg	      0		951	623													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			43.0
FH109.jpg	      0		751	1070													Unknown			Limited					11.8
FH109.jpg	      0		651	230													Macroalgae	Small mixed		Open		80300000			84.1
FH109.jpg	      0		952	1582													Unknown			Limited					70.8
FH109.jpg	      0		627	1426													Macroalgae	Small mixed		Open		80300000			54.0
FH109.jpg	      0		595	308													Macroalgae	Small mixed		Open		80300000			77.1
FH109.jpg	      0		677	1850													Macroalgae	Small mixed		Open		80300000			99.1
FH109.jpg	      0		1063	862													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			33.2
FH109.jpg	      0		635	1314													Macroalgae	Small mixed		Open		80300000			42.0
FH109.jpg	      0		665	1801													Macroalgae	Small mixed		Open		80300000			93.9
FH109.jpg	      0		964	539													Consolidated	Cobbles	Turf mat			82001004			52.1
FH109.jpg	      0		588	1042													Macroalgae	Small mixed		Open		80300000			23.6
FH11.jpg	      0		627	1226													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			25.2
FH11.jpg	      0		844	809													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			30.9
FH11.jpg	      0		595	1304													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			34.0
FH11.jpg	      0		1035	1689													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.0
FH11.jpg	      0		810	1194													Unknown			Limited					13.6
FH11.jpg	      0		856	197													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH11.jpg	      0		1075	1549													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			62.7
FH11.jpg	      0		797	1404													Unknown			Limited					37.3
FH11.jpg	      0		634	645													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			51.9
FH11.jpg	      0		622	1715													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.1
FH11.jpg	      0		1045	591													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			62.1
FH11.jpg	      0		868	1172													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			14.1
FH11.jpg	      0		723	1824													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			85.3
FH11.jpg	      0		691	382													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			79.4
FH11.jpg	      0		655	804													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			34.4
FH11.jpg	      0		1041	1261													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.4
FH11.jpg	      0		630	1001													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			20.0
FH11.jpg	      0		602	1121													Unknown			Limited					21.9
FH11.jpg	      0		677	391													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			78.8
FH11.jpg	      0		971	1231													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			27.1
FH110.jpg	      0		908	30													Sponges	Small mixed		Open		10000000			91.8
FH110.jpg	      0		1039	223													Sponges	Massive forms		Open		10000903			75.1
FH110.jpg	      0		615	743													Open Water			Open					26.3
FH110.jpg	      0		766	1136													Open Water			Open					23.3
FH110.jpg	      0		990	1864													Unknown			Limited					100.0
FH110.jpg	      0		729	550													Open Water			Open					38.2
FH110.jpg	      0		616	1609													Open Water			Open					74.5
FH110.jpg	      0		577	96													Open Water			Open					87.5
FH110.jpg	      0		864	1537													Open Water			Open					64.7
FH110.jpg	      0		868	1132													Macroalgae	Erect course branching	Brown	Open		80300904			23.6
FH110.jpg	      0		777	1279													Open Water			Open					37.8
FH110.jpg	      0		799	1810													Open Water			Open					92.6
FH110.jpg	      0		684	1299													Unknown			Limited					41.8
FH110.jpg	      0		548	1364													Open Water			Open					53.6
FH110.jpg	      0		1062	1793													Macroalgae	Erect course branching	Brown	Open		80300904			94.6
FH110.jpg	      0		730	204													Open Water			Open					73.5
FH110.jpg	      0		980	159													Sponges	Small mixed		Open		10000000			79.9
FH110.jpg	      0		782	653													Open Water			Open					26.9
FH110.jpg	      0		740	41													Unknown			Open					90.2
FH110.jpg	      0		1024	735													Sponges	Small mixed		Open		10000000			29.1
FH111.jpg	      0		804	1845													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			78.4
FH111.jpg	      0		604	1176													Macroalgae	Erect fine branching	Red	Open		90300910			17.5
FH111.jpg	      0		562	1108													Macroalgae	Erect fine branching	Red	Open		90300910			17.7
FH111.jpg	      0		895	780													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			31.5
FH111.jpg	      0		738	1000													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			5.4
FH111.jpg	      0		686	354													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			69.3
FH111.jpg	      0		742	272													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			77.3
FH111.jpg	      0		704	1841													Macroalgae	Erect fine branching	Red	Open		90300910			77.7
FH111.jpg	      0		637	1186													Macroalgae	Erect fine branching	Red	Open		90300910			16.0
FH111.jpg	      0		643	1744													Macroalgae	Erect fine branching	Red	Open		90300910			68.6
FH111.jpg	      0		601	666													Macroalgae	Erect fine branching	Red	Open		90300910			40.6
FH111.jpg	      0		889	1903													Unknown			Limited					85.2
FH111.jpg	      0		645	1559													Macroalgae	Erect fine branching	Red	Open		90300910			50.6
FH111.jpg	      0		651	330													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			72.0
FH111.jpg	      0		935	1493													Macroalgae	Filamentous and filiform		Open		80300930			47.7
FH111.jpg	      0		956	462													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			62.6
FH111.jpg	      0		663	44													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH111.jpg	      0		1013	1556													Macroalgae	Filamentous and filiform		Open		80300930			56.7
FH111.jpg	      0		608	851													Macroalgae	Erect fine branching	Red	Open		90300910			23.6
FH111.jpg	      0		678	923													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			14.0
FH12.jpg	      0		968	1537													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			67.4
FH12.jpg	      0		718	1350													Unknown			Open					42.5
FH12.jpg	      0		646	1659													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			83.4
FH12.jpg	      0		815	804													Macroalgae	Small mixed		Open		80300000			30.3
FH12.jpg	      0		753	506													Macroalgae	Small mixed		Open		80300000			69.4
FH12.jpg	      0		864	1809													Sponges	Massive forms		Open		10000903			100.0
FH12.jpg	      0		957	1556													Unknown			Limited					69.4
FH12.jpg	      0		714	351													Macroalgae	Small mixed		Open		80300000			90.0
FH12.jpg	      0		1002	1159													Macroalgae	Erect fine branching	Red	Open		90300910			28.5
FH12.jpg	      0		694	1272													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			34.3
FH12.jpg	      0		841	1225													Unknown			Limited					24.4
FH12.jpg	      0		764	872													Macroalgae	Small mixed		Open		80300000			22.6
FH12.jpg	      0		1039	520													Macroalgae	Erect fine branching	Red	Open		90300910			72.9
FH12.jpg	      0		613	909													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			31.5
FH12.jpg	      0		630	511													Macroalgae	Small mixed		Open		80300000			72.6
FH12.jpg	      0		664	442													Macroalgae	Small mixed		Open		80300000			79.7
FH12.jpg	      0		1000	1420													Sponges	Small mixed		Open		10000000			54.7
FH12.jpg	      0		1020	1021													Macroalgae	Erect fine branching	Red	Open		90300910			26.2
FH12.jpg	      0		733	1475													Unknown			Limited					57.7
FH12.jpg	      0		940	364													Macroalgae	Erect fine branching	Red	Open		90300910			88.7
FH15.jpg	      0		647	1793													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			85.1
FH15.jpg	      0		674	449													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH15.jpg	      0		750	1174													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			3.9
FH15.jpg	      0		816	1353													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			24.1
FH15.jpg	      0		907	491													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			95.0
FH15.jpg	      0		975	1006													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			35.6
FH15.jpg	      0		776	929													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			34.0
FH15.jpg	      0		931	910													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			42.0
FH15.jpg	      0		690	456													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			98.8
FH15.jpg	      0		736	1624													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			60.6
FH15.jpg	      0		651	1493													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			45.9
FH15.jpg	      0		807	1464													Unknown			Limited					38.8
FH15.jpg	      0		694	1615													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			60.2
FH15.jpg	      0		602	1353													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			33.5
FH15.jpg	      0		866	1323													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.9
FH15.jpg	      0		640	570													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			84.7
FH15.jpg	      0		881	704													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.9
FH15.jpg	      0		617	1639													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			66.0
FH15.jpg	      0		876	1793													Unknown			Limited					84.4
FH15.jpg	      0		1026	1445													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			49.3
FH16.jpg	      0		692	1865													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.0
FH16.jpg	      0		1045	233													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			84.5
FH16.jpg	      0		677	200													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			85.1
FH16.jpg	      0		624	1730													Unknown			Limited					63.6
FH16.jpg	      0		920	1638													Unknown			Limited					54.0
FH16.jpg	      0		604	1605													Unknown			Limited					52.8
FH16.jpg	      0		846	1196													Macroalgae	Erect course branching	Brown	Open		80300904			11.5
FH16.jpg	      0		812	672													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			39.3
FH16.jpg	      0		858	37													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			100.0
FH16.jpg	      0		618	1758													Consolidated	Rock	Turf mat	Open		82001002			66.3
FH16.jpg	      0		1057	709													Macroalgae	Erect course branching	Brown	Open		80300904			43.5
FH16.jpg	      0		822	1769													Consolidated	Rock	No biota	Open		82001002			65.2
FH16.jpg	      0		838	1330													Macroalgae	Erect course branching	Brown	Open		80300904			23.6
FH16.jpg	      0		719	1038													Macroalgae	Erect fine branching	Red	Open		90300910			8.7
FH16.jpg	      0		788	1680													Unknown			Limited					56.7
FH16.jpg	      0		924	1289													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.8
FH16.jpg	      0		576	715													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			41.0
FH16.jpg	      0		1000	908													Macroalgae	Erect fine branching	Red	Open		90300910			25.7
FH16.jpg	      0		632	370													Consolidated	Rock	Turf mat	Open		82001002			69.9
FH16.jpg	      0		893	958													Macroalgae	Erect fine branching	Red	Open		90300910			15.1
FH17.jpg	      0		786	890													Macroalgae	Erect fine branching	Red	Open		90300910			3.5
FH17.jpg	      0		1051	10													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			95.4
FH17.jpg	      0		1007	668													Macroalgae	Erect fine branching	Red	Open		90300910			30.6
FH17.jpg	      0		669	793													Macroalgae	Erect fine branching	Red	Open		90300910			19.0
FH17.jpg	      0		588	1118													Macroalgae	Erect fine branching	Red	Open		90300910			33.8
FH17.jpg	      0		643	993													Macroalgae	Erect fine branching	Red	Open		90300910			21.3
FH17.jpg	      0		935	875													Macroalgae	Erect course branching	Brown	Open		80300904			12.2
FH17.jpg	      0		546	782													Unknown			Open					30.9
FH17.jpg	      0		847	881													Macroalgae	Erect course branching	Brown	Open		80300904			3.1
FH17.jpg	      0		1025	1305													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			48.1
FH17.jpg	      0		618	834													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.1
FH17.jpg	      0		906	1846													Unknown			Limited					100.0
FH17.jpg	      0		661	906													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			16.7
FH17.jpg	      0		958	501													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			43.5
FH17.jpg	      0		878	677													Macroalgae	Erect fine branching	Red	Open		90300910			23.4
FH17.jpg	      0		940	350													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			58.2
FH17.jpg	      0		827	1555													Unknown			Limited					69.1
FH17.jpg	      0		799	1084													Macroalgae	Erect course branching	Brown	Open		80300904			20.1
FH17.jpg	      0		1075	775													Macroalgae	Erect fine branching	Red	Open		90300910			29.3
FH17.jpg	      0		647	1024													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			22.7
FH18.jpg	      0		991	502													Unknown			Open					26.6
FH18.jpg	      0		799	984													Open Water			Open					21.1
FH18.jpg	      0		812	968													Open Water			Open					19.8
FH18.jpg	      0		754	467													Open Water			Open					24.4
FH18.jpg	      0		591	1176													Open Water			Open					42.2
FH18.jpg	      0		1064	613													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			25.3
FH18.jpg	      0		647	991													Open Water			Open					25.6
FH18.jpg	      0		585	548													Open Water			Open					25.5
FH18.jpg	      0		932	1339													Unknown			Limited					53.3
FH18.jpg	      0		1048	1565													Unknown			Limited					74.9
FH18.jpg	      0		735	179													Open Water			Open					49.5
FH18.jpg	      0		782	43													Open Water			Open					61.1
FH18.jpg	      0		931	95													Open Water			Open					57.6
FH18.jpg	      0		715	756													Open Water			Open					7.8
FH18.jpg	      0		608	293													Open Water			Open					42.8
FH18.jpg	      0		768	861													Open Water			Open					10.8
FH18.jpg	      0		930	349													Open Water			Open					36.0
FH18.jpg	      0		694	1084													Open Water			Open					31.3
FH18.jpg	      0		617	1872													Open Water			Open					100.0
FH18.jpg	      0		1071	157													Macroalgae	Erect fine branching	Red	Open		90300910			56.1
FH20.jpg	      0		700	981													Open Water			Open					14.2
FH20.jpg	      0		913	304													Macroalgae	Small mixed		Open		80300000			72.8
FH20.jpg	      0		776	1792													Open Water			Open					71.8
FH20.jpg	      0		924	869													Macroalgae	Small mixed		Open		80300000			19.9
FH20.jpg	      0		724	1693													Open Water			Open					63.0
FH20.jpg	      0		888	254													Macroalgae	Small mixed		Open		80300000			77.4
FH20.jpg	      0		740	1584													Open Water			Open					52.2
FH20.jpg	      0		720	475													Open Water			Open					56.8
FH20.jpg	      0		872	1409													Macroalgae	Small mixed		Open		80300000			34.9
FH20.jpg	      0		620	40													Open Water			Open					100.0
FH20.jpg	      0		913	1645													Macroalgae	Small mixed		Open		80300000			58.0
FH20.jpg	      0		804	97													Open Water			Open					92.4
FH20.jpg	      0		746	1684													Open Water			Open					61.8
FH20.jpg	      0		1018	1903													Macroalgae	Small mixed		Open		80300000			84.4
FH20.jpg	      0		961	462													Macroalgae	Small mixed		Open		80300000			58.5
FH20.jpg	      0		875	1397													Macroalgae	Small mixed		Open		80300000			33.7
FH20.jpg	      0		621	1754													Open Water			Open					70.9
FH20.jpg	      0		666	1063													Open Water			Open					15.7
FH20.jpg	      0		1055	785													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			33.8
FH20.jpg	      0		1038	839													Consolidated	Rock	Turf mat	Open		82001002			28.8
FH21.jpg	      0		855	512													Macroalgae	Erect fine branching	Red	Open		90300910			60.0
FH21.jpg	      0		642	1635													Open Water			Open					72.6
FH21.jpg	      0		1047	1676													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			76.7
FH21.jpg	      0		803	470													Macroalgae	Erect fine branching	Red	Open		90300910			65.1
FH21.jpg	      0		839	1602													Unknown			Limited					64.8
FH21.jpg	      0		883	1204													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			19.6
FH21.jpg	      0		783	1331													Macroalgae	Erect fine branching	Red	Open		90300910			34.6
FH21.jpg	      0		810	742													Macroalgae	Erect fine branching	Red	Open		90300910			34.0
FH21.jpg	      0		668	568													Macroalgae	Erect fine branching	Red	Open		90300910			57.6
FH21.jpg	      0		879	1478													Macroalgae	Erect fine branching	Red	Open		90300910			50.7
FH21.jpg	      0		1007	1089													Macroalgae	Erect fine branching	Red	Open		90300910			19.0
FH21.jpg	      0		889	286													Macroalgae	Erect fine branching	Red	Open		90300910			86.0
FH21.jpg	      0		751	1904													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			100.0
FH21.jpg	      0		968	1002													Macroalgae	Erect fine branching	Red	Open		90300910			14.0
FH21.jpg	      0		617	1081													Unknown			Open					27.2
FH21.jpg	      0		854	702													Macroalgae	Erect fine branching	Red	Open		90300910			38.3
FH21.jpg	      0		960	943													Consolidated	Rock	Turf mat	Open		82001002			16.5
FH21.jpg	      0		1024	545													Macroalgae	Erect fine branching	Red	Open		90300910			59.6
FH21.jpg	      0		894	891													Macroalgae	Erect fine branching	Red	Open		90300910			17.4
FH21.jpg	      0		833	1063													Macroalgae	Erect fine branching	Red	Open		90300910			3.6
FH23.jpg	      0		904	1385													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			31.5
FH23.jpg	      0		823	119													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH23.jpg	      0		757	1415													Unknown			Limited					33.4
FH23.jpg	      0		591	1274													Consolidated	Rock	Turf mat	Open		82001002			29.0
FH23.jpg	      0		803	1493													Unknown			Limited					41.0
FH23.jpg	      0		1000	1019													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			21.1
FH23.jpg	      0		602	270													Consolidated	Rock	Turf mat	Open		82001002			87.1
FH23.jpg	      0		1056	882													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			33.4
FH23.jpg	      0		839	616													Consolidated	Rock	Turf mat	Open		82001002			49.1
FH23.jpg	      0		880	1404													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.7
FH23.jpg	      0		877	1784													Unknown			Limited					71.2
FH23.jpg	      0		588	999													Consolidated	Rock	Turf mat	Open		82001002			24.6
FH23.jpg	      0		559	1169													Consolidated	Rock	Turf mat	Open		82001002			26.7
FH23.jpg	      0		634	734													Consolidated	Rock	Turf mat	Open		82001002			41.0
FH23.jpg	      0		734	1396													Unknown			Limited					31.9
FH23.jpg	      0		894	1675													Unknown			Limited					60.3
FH23.jpg	      0		1022	332													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			81.1
FH23.jpg	      0		842	1566													Unknown			Limited					48.6
FH23.jpg	      0		995	1869													Unknown			Limited					81.8
FH23.jpg	      0		767	471													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			64.0
FH24.jpg	      0		614	162													Macroalgae	Erect fine branching	Red	Open		90300910			70.3
FH24.jpg	      0		1053	1074													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			34.4
FH24.jpg	      0		805	84													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			75.6
FH24.jpg	      0		1069	1799													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
FH24.jpg	      0		1048	1680													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			87.9
FH24.jpg	      0		546	980													Open Water			Open					29.5
FH24.jpg	      0		737	1817													Macroalgae	Erect fine branching	Red	Open		90300910			98.5
FH24.jpg	      0		734	659													Macroalgae	Erect fine branching	Red	Open		90300910			19.2
FH24.jpg	      0		651	152													Macroalgae	Erect fine branching	Red	Open		90300910			70.4
FH24.jpg	      0		754	1466													Unknown			Limited					63.2
FH24.jpg	      0		637	1352													Unknown			Open					54.3
FH24.jpg	      0		820	112													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			72.8
FH24.jpg	      0		1034	709													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			26.4
FH24.jpg	      0		828	100													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			74.0
